"lake","station","date","depth","species.code","species","density.cells.l","biomass.mg.m3","length.um","width.um","cell.volume.um3","group"
"Conestogo","cle",2017-07-05,2,"P5540","Aulacoseira italica v subarctica (O. Muller) Simonsen",2000,32.98,441,6.9,16490.2,"Diatom"
"Conestogo","cle",2017-07-05,2,"P5551","Cyclotella michiganiana Skvortzow",2777810,72.22,2.55,5.1,26,"Diatom"
"Conestogo","cle",2017-07-05,2,"P6554","Rhodomonas minuta Skuja",1984150,238.89,11,5.6,120.4,"Cryptophyte"
"Conestogo","cle",2017-07-05,2,"P6558","Cryptomonas erosa Ehrenberg",72000,121.18,24.6,14,1683.1,"Cryptophyte"
"Conestogo","cle",2017-07-05,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",2000,1.77,21,11,887,"Cryptophyte"
"Conestogo","cle",2017-07-05,2,"P6568","Katablepharis ovalis Skuja",2738127,182.09,9.1,4.6,66.5,"Cryptophyte"
"Conestogo","cle",2017-07-05,2,"P7632","Gymnodinium sp.",10000,94.17,26.2,26.2,9416.8,"Dinoflagellate"
"Conestogo","cle",2017-07-05,2,"P7640","Peridinium goslaviense Woloszynska",5000,167.55,40,40,33510.3,"Dinoflagellate"
"Conestogo","cle",2017-07-05,2,"P7644","Ceratium hirundenella (Muller) Schrank",26000,1350.47,62,40,51941,"Dinoflagellate"
"Conestogo","cle",2017-07-11,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",585000,2008.13,260,4.1,3432.7,"Cyanophyte"
"Conestogo","cle",2017-07-11,2,"P1076","Woronichinia compacta (Lemmermann) Komarek and Hindak",4000,10.9,0,0,2725,"Cyanophyte"
"Conestogo","cle",2017-07-11,2,"P1133","Anabaena flos-aquae (Lyngb.) Breb. & Bornet",5000,13.69,136,6.2,2737.3,"Cyanophyte"
"Conestogo","cle",2017-07-11,2,"P1204","Heterocycts (Anabaena flos-aquae)",5000,0.65,6.3,6.3,130.9,"Cyanophyte"
"Conestogo","cle",2017-07-11,2,"P1205","Heterocycts (Aphanizomenon flos-aquae)",116000,8.54,7.6,4.3,73.6,"Cyanophyte"
"Conestogo","cle",2017-07-11,2,"P1210","Anabaena Akinetes",1000,0.26,14,6,263.9,"Cyanophyte"
"Conestogo","cle",2017-07-11,2,"P1211","Aphanizomenon Akinetes",7000,1.85,30,4.1,264.1,"Cyanophyte"
"Conestogo","cle",2017-07-11,2,"P2113","Pediastrum duplex Meyen",1000,2.73,0,0,2725,"Chlorophyte"
"Conestogo","cle",2017-07-11,2,"P2126","Chodatella sp.",39683,2,6,4,50.3,"Chlorophyte"
"Conestogo","cle",2017-07-11,2,"P2130","Scenedesmus quadricauda (Turp.) Brebisson",4000,0.23,8.9,4.3,57.4,"Chlorophyte"
"Conestogo","cle",2017-07-11,2,"P2204","Ankyra judai (G.M. Smith) Fott",79366,6.13,17,3.4,77.2,"Chlorophyte"
"Conestogo","cle",2017-07-11,2,"P3301","Euglena acus Ehrenberg",1000,5.13,96,10.1,5127.6,"Euglenophyte"
"Conestogo","cle",2017-07-11,2,"P4351","Small chrysophyceae",555562,7.11,2.9,2.9,12.8,"Chrysophyte"
"Conestogo","cle",2017-07-11,2,"P4352","Large chrysophyceae",39683,7.13,7,7,179.6,"Chrysophyte"
"Conestogo","cle",2017-07-11,2,"P4357","Chrysococcus sp.",158732,8.1,4.6,4.6,51,"Chrysophyte"
"Conestogo","cle",2017-07-11,2,"P4398","Ochromonas globosa Skuja",277781,38.14,6.4,6.4,137.3,"Chrysophyte"
"Conestogo","cle",2017-07-11,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",238098,7.19,6,3.1,30.2,"Chrysophyte"
"Conestogo","cle",2017-07-11,2,"P5507","Cyclotella stelligera Cleve and Grunow",2000,3.14,10,20,1570.8,"Diatom"
"Conestogo","cle",2017-07-11,2,"P5508","Cyclotella pseudostelligera",317464,66.16,5.1,10.2,208.4,"Diatom"
"Conestogo","cle",2017-07-11,2,"P5515","Fragilaria crotonensis Kitton",1000,0.3,71,4,297.4,"Diatom"
"Conestogo","cle",2017-07-11,2,"P5524","Asterionella formosa Hassall",278000,23.88,82,2,85.9,"Diatom"
"Conestogo","cle",2017-07-11,2,"P5530","Stephanodiscus niagarae Ehrenberg",36000,546.46,21.3,42.6,15179.5,"Diatom"
"Conestogo","cle",2017-07-11,2,"P5540","Aulacoseira italica v subarctica (O. Muller) Simonsen",29000,459.65,525,6.2,15850.1,"Diatom"
"Conestogo","cle",2017-07-11,2,"P5551","Cyclotella michiganiana Skvortzow",119049,2.27,2.3,4.6,19.1,"Diatom"
"Conestogo","cle",2017-07-11,2,"P6554","Rhodomonas minuta Skuja",238098,30.17,12,5.5,126.7,"Cryptophyte"
"Conestogo","cle",2017-07-11,2,"P6558","Cryptomonas erosa Ehrenberg",7000,12.21,25.5,14,1744.6,"Cryptophyte"
"Conestogo","cle",2017-07-11,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",2000,1.33,19,10,663.2,"Cryptophyte"
"Conestogo","cle",2017-07-11,2,"P6568","Katablepharis ovalis Skuja",79366,4.94,9,4.4,62.2,"Cryptophyte"
"Conestogo","cle",2017-07-11,2,"P7632","Gymnodinium sp.",1000,7.79,24.6,24.6,7794.8,"Dinoflagellate"
"Conestogo","cle",2017-07-11,2,"P7640","Peridinium goslaviense Woloszynska",1000,33.51,40,40,33510.3,"Dinoflagellate"
"Conestogo","cle",2017-07-11,2,"P7644","Ceratium hirundenella (Muller) Schrank",12000,603.19,60,40,50265.5,"Dinoflagellate"
"Conestogo","cle",2017-07-19,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",3330000,10880.11,260,4,3267.3,"Cyanophyte"
"Conestogo","cle",2017-07-19,2,"P1075","Microcystis aeruginosa (Kutzing) Kutzing",17000,71.4,0,0,4200,"Cyanophyte"
"Conestogo","cle",2017-07-19,2,"P1076","Woronichinia compacta (Lemmermann) Komarek and Hindak",85000,312.38,0,0,3675,"Cyanophyte"
"Conestogo","cle",2017-07-19,2,"P1133","Anabaena flos-aquae (Lyngb.) Breb. & Bornet",14000,88.58,286,6.5,6326.9,"Cyanophyte"
"Conestogo","cle",2017-07-19,2,"P1204","Heterocycts (Anabaena flos-aquae)",17000,2.8,6.8,6.8,164.6,"Cyanophyte"
"Conestogo","cle",2017-07-19,2,"P1205","Heterocycts (Aphanizomenon flos-aquae)",980000,86.24,10,4.1,88,"Cyanophyte"
"Conestogo","cle",2017-07-19,2,"P1211","Aphanizomenon Akinetes",55000,12.58,26,4.1,228.8,"Cyanophyte"
"Conestogo","cle",2017-07-19,2,"P2105","Chlamydomonas spp.",39683,2,6,4,50.3,"Chlorophyte"
"Conestogo","cle",2017-07-19,2,"P2136","Dictyosphaerium pulchellum Wood",317464,35.91,6,6,113.1,"Chlorophyte"
"Conestogo","cle",2017-07-19,2,"P2204","Ankyra judai (G.M. Smith) Fott",555562,29.33,14,3.1,52.8,"Chlorophyte"
"Conestogo","cle",2017-07-19,2,"P4351","Small chrysophyceae",1071441,18.43,3.2,3.2,17.2,"Chrysophyte"
"Conestogo","cle",2017-07-19,2,"P4352","Large chrysophyceae",79366,14.25,7,7,179.6,"Chrysophyte"
"Conestogo","cle",2017-07-19,2,"P4358","Chrysostephanospaera globulifera Scherffel",39683,11.88,8.3,8.3,299.4,"Chrysophyte"
"Conestogo","cle",2017-07-19,2,"P4362","Kephyrion sp.",119049,2.24,3.3,3.3,18.8,"Chrysophyte"
"Conestogo","cle",2017-07-19,2,"P4398","Ochromonas globosa Skuja",912709,156.99,6.9,6.9,172,"Chrysophyte"
"Conestogo","cle",2017-07-19,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",119049,3.24,5.4,3.1,27.2,"Chrysophyte"
"Conestogo","cle",2017-07-19,2,"P5508","Cyclotella pseudostelligera",39683,8.03,5.05,10.1,202.3,"Diatom"
"Conestogo","cle",2017-07-19,2,"P5524","Asterionella formosa Hassall",10000,1.05,100,2,104.7,"Diatom"
"Conestogo","cle",2017-07-19,2,"P5530","Stephanodiscus niagarae Ehrenberg",3000,50.18,22,44,16725.8,"Diatom"
"Conestogo","cle",2017-07-19,2,"P5540","Aulacoseira italica v subarctica (O. Muller) Simonsen",8000,152.81,380,8,19100.9,"Diatom"
"Conestogo","cle",2017-07-19,2,"P6554","Rhodomonas minuta Skuja",198415,23.06,11,5.5,116.2,"Cryptophyte"
"Conestogo","cle",2017-07-19,2,"P6558","Cryptomonas erosa Ehrenberg",7000,11.11,23.2,14,1587.3,"Cryptophyte"
"Conestogo","cle",2017-07-19,2,"P6568","Katablepharis ovalis Skuja",39683,2.41,9,4.3,60.8,"Cryptophyte"
"Conestogo","cle",2017-07-19,2,"P7640","Peridinium goslaviense Woloszynska",2000,67.02,40,40,33510.3,"Dinoflagellate"
"Conestogo","cle",2017-07-19,2,"P7644","Ceratium hirundenella (Muller) Schrank",58000,2915.4,60,40,50265.5,"Dinoflagellate"
"Conestogo","cle",2017-07-25,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",1235000,3724.64,240,4,3015.9,"Cyanophyte"
"Conestogo","cle",2017-07-25,2,"P1075","Microcystis aeruginosa (Kutzing) Kutzing",4000,12.8,0,0,3200,"Cyanophyte"
"Conestogo","cle",2017-07-25,2,"P1076","Woronichinia compacta (Lemmermann) Komarek and Hindak",40000,142,0,0,3550,"Cyanophyte"
"Conestogo","cle",2017-07-25,2,"P1205","Heterocycts (Aphanizomenon flos-aquae)",169000,10.48,7.4,4,62,"Cyanophyte"
"Conestogo","cle",2017-07-25,2,"P1211","Aphanizomenon Akinetes",25000,5.06,23,4.1,202.4,"Cyanophyte"
"Conestogo","cle",2017-07-25,2,"P2132","Scenedesmus denticulatus Lagerhiem",317464,17.75,10,4,55.9,"Chlorophyte"
"Conestogo","cle",2017-07-25,2,"P2136","Dictyosphaerium pulchellum Wood",793660,89.76,6,6,113.1,"Chlorophyte"
"Conestogo","cle",2017-07-25,2,"P2204","Ankyra judai (G.M. Smith) Fott",277781,17.42,15.6,3.2,62.7,"Chlorophyte"
"Conestogo","cle",2017-07-25,2,"P4351","Small chrysophyceae",277781,2.28,2.5,2.5,8.2,"Chrysophyte"
"Conestogo","cle",2017-07-25,2,"P4352","Large chrysophyceae",198415,35.64,7,7,179.6,"Chrysophyte"
"Conestogo","cle",2017-07-25,2,"P4357","Chrysococcus sp.",158732,8.1,4.6,4.6,51,"Chrysophyte"
"Conestogo","cle",2017-07-25,2,"P4358","Chrysostephanospaera globulifera Scherffel",39683,11.88,8.3,8.3,299.4,"Chrysophyte"
"Conestogo","cle",2017-07-25,2,"P4362","Kephyrion sp.",79366,1.24,3.1,3.1,15.6,"Chrysophyte"
"Conestogo","cle",2017-07-25,2,"P4398","Ochromonas globosa Skuja",714294,102.72,6.5,6.5,143.8,"Chrysophyte"
"Conestogo","cle",2017-07-25,2,"P4415","Bicoeca lacustris Clark",79366,2.47,3.9,3.9,31.1,"Chrysophyte"
"Conestogo","cle",2017-07-25,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",198415,5.99,6,3.1,30.2,"Chrysophyte"
"Conestogo","cle",2017-07-25,2,"P5508","Cyclotella pseudostelligera",158732,41.48,5.5,11,261.3,"Diatom"
"Conestogo","cle",2017-07-25,2,"P5515","Fragilaria crotonensis Kitton",9000,2.71,72,4,301.6,"Diatom"
"Conestogo","cle",2017-07-25,2,"P5524","Asterionella formosa Hassall",4000,0.39,94,2,98.4,"Diatom"
"Conestogo","cle",2017-07-25,2,"P5530","Stephanodiscus niagarae Ehrenberg",4000,63.32,21.6,43.2,15830,"Diatom"
"Conestogo","cle",2017-07-25,2,"P5540","Aulacoseira italica v subarctica (O. Muller) Simonsen",5000,63.64,241,8.2,12727.3,"Diatom"
"Conestogo","cle",2017-07-25,2,"P5551","Cyclotella michiganiana Skvortzow",119049,2.27,2.3,4.6,19.1,"Diatom"
"Conestogo","cle",2017-07-25,2,"P6554","Rhodomonas minuta Skuja",119049,11.89,11,5.1,99.9,"Cryptophyte"
"Conestogo","cle",2017-07-25,2,"P6558","Cryptomonas erosa Ehrenberg",8000,9.73,24.2,12,1216.4,"Cryptophyte"
"Conestogo","cle",2017-07-25,2,"P6568","Katablepharis ovalis Skuja",1031758,65.62,9.1,4.4,63.6,"Cryptophyte"
"Conestogo","cle",2017-07-25,2,"P7644","Ceratium hirundenella (Muller) Schrank",8000,398.1,59.4,40,49762.8,"Dinoflagellate"
"Conestogo","cle",2017-07-31,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",2505000,7937.34,240,4.1,3168.6,"Cyanophyte"
"Conestogo","cle",2017-07-31,2,"P1076","Woronichinia compacta (Lemmermann) Komarek and Hindak",51000,196.35,0,0,3850,"Cyanophyte"
"Conestogo","cle",2017-07-31,2,"P1205","Heterocycts (Aphanizomenon flos-aquae)",263000,18.7,7.7,4.2,71.1,"Cyanophyte"
"Conestogo","cle",2017-07-31,2,"P1211","Aphanizomenon Akinetes",20000,3.34,19,4.1,167.2,"Cyanophyte"
"Conestogo","cle",2017-07-31,2,"P2101","Carteria spp.",357147,248.9,11,11,696.9,"Chlorophyte"
"Conestogo","cle",2017-07-31,2,"P2105","Chlamydomonas spp.",396830,26.59,8,4,67,"Chlorophyte"
"Conestogo","cle",2017-07-31,2,"P2113","Pediastrum duplex Meyen",1000,2.6,0,0,2600,"Chlorophyte"
"Conestogo","cle",2017-07-31,2,"P2132","Scenedesmus denticulatus Lagerhiem",238098,16.1,10,4.4,67.6,"Chlorophyte"
"Conestogo","cle",2017-07-31,2,"P2136","Dictyosphaerium pulchellum Wood",595245,67.32,6,6,113.1,"Chlorophyte"
"Conestogo","cle",2017-07-31,2,"P2174","Closterium sp.",1000,0.54,86,4,540.4,"Chlorophyte"
"Conestogo","cle",2017-07-31,2,"P2178","Cosmarium sp.",1000,1.4,20,20,1396.3,"Chlorophyte"
"Conestogo","cle",2017-07-31,2,"P2204","Ankyra judai (G.M. Smith) Fott",158732,10.17,15,3.3,64.1,"Chlorophyte"
"Conestogo","cle",2017-07-31,2,"P4351","Small chrysophyceae",515879,9.7,3.3,3.3,18.8,"Chrysophyte"
"Conestogo","cle",2017-07-31,2,"P4352","Large chrysophyceae",39683,7.13,7,7,179.6,"Chrysophyte"
"Conestogo","cle",2017-07-31,2,"P4388","Dinobryon sertularia Ehrenberg",79366,17.95,12,6,226.2,"Chrysophyte"
"Conestogo","cle",2017-07-31,2,"P4398","Ochromonas globosa Skuja",1190490,204.76,6.9,6.9,172,"Chrysophyte"
"Conestogo","cle",2017-07-31,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",79366,2.71,6,3.3,34.2,"Chrysophyte"
"Conestogo","cle",2017-07-31,2,"P5507","Cyclotella stelligera Cleve and Grunow",4000,7.38,10.55,21.1,1844.5,"Diatom"
"Conestogo","cle",2017-07-31,2,"P5508","Cyclotella pseudostelligera",396830,109.49,5.6,11.2,275.9,"Diatom"
"Conestogo","cle",2017-07-31,2,"P5515","Fragilaria crotonensis Kitton",6000,1.76,70,4,293.2,"Diatom"
"Conestogo","cle",2017-07-31,2,"P5530","Stephanodiscus niagarae Ehrenberg",21000,401.35,23,46,19111.9,"Diatom"
"Conestogo","cle",2017-07-31,2,"P5540","Aulacoseira italica v subarctica (O. Muller) Simonsen",1000,11.08,215,8.1,11078.9,"Diatom"
"Conestogo","cle",2017-07-31,2,"P5551","Cyclotella michiganiana Skvortzow",198415,4.86,2.5,5,24.5,"Diatom"
"Conestogo","cle",2017-07-31,2,"P6554","Rhodomonas minuta Skuja",833343,96.83,11,5.5,116.2,"Cryptophyte"
"Conestogo","cle",2017-07-31,2,"P6558","Cryptomonas erosa Ehrenberg",11000,18.81,25,14,1710.4,"Cryptophyte"
"Conestogo","cle",2017-07-31,2,"P6568","Katablepharis ovalis Skuja",1111124,70.67,9.1,4.4,63.6,"Cryptophyte"
"Conestogo","cle",2017-07-31,2,"P7632","Gymnodinium sp.",3000,46.8,31,31,15598.5,"Dinoflagellate"
"Conestogo","cle",2017-07-31,2,"P7644","Ceratium hirundenella (Muller) Schrank",24000,1206.37,60,40,50265.5,"Dinoflagellate"
"Conestogo","cle",2017-08-10,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",675000,1866.11,220,4,2764.6,"Cyanophyte"
"Conestogo","cle",2017-08-10,2,"P1076","Woronichinia compacta (Lemmermann) Komarek and Hindak",102000,316.2,0,0,3100,"Cyanophyte"
"Conestogo","cle",2017-08-10,2,"P1205","Heterocycts (Aphanizomenon flos-aquae)",83000,5.37,7,4.2,64.7,"Cyanophyte"
"Conestogo","cle",2017-08-10,2,"P1211","Aphanizomenon Akinetes",15000,2.38,18,4.1,158.4,"Cyanophyte"
"Conestogo","cle",2017-08-10,2,"P2101","Carteria spp.",39683,28.42,11.1,11.1,716.1,"Chlorophyte"
"Conestogo","cle",2017-08-10,2,"P2105","Chlamydomonas spp.",1071441,161.57,8,6,150.8,"Chlorophyte"
"Conestogo","cle",2017-08-10,2,"P2130","Scenedesmus quadricauda (Turp.) Brebisson",317464,10.76,7.5,3.6,33.9,"Chlorophyte"
"Conestogo","cle",2017-08-10,2,"P2132","Scenedesmus denticulatus Lagerhiem",317464,14.35,8.1,4,45.2,"Chlorophyte"
"Conestogo","cle",2017-08-10,2,"P2136","Dictyosphaerium pulchellum Wood",476196,53.86,6,6,113.1,"Chlorophyte"
"Conestogo","cle",2017-08-10,2,"P2204","Ankyra judai (G.M. Smith) Fott",238098,6.33,14,2.2,26.6,"Chlorophyte"
"Conestogo","cle",2017-08-10,2,"P2235","Ankistrodesmus spiralis Lemmermann",158732,8.52,31,2.1,53.7,"Chlorophyte"
"Conestogo","cle",2017-08-10,2,"P2238","Eudorina sp.",3000,6.53,0,0,2175,"Chlorophyte"
"Conestogo","cle",2017-08-10,2,"P2255","Selenastrum copricornutum Printz",39683,0.42,7,1.7,10.6,"Chlorophyte"
"Conestogo","cle",2017-08-10,2,"P3301","Euglena acus Ehrenberg",1000,3.98,86,9.4,3978.8,"Euglenophyte"
"Conestogo","cle",2017-08-10,2,"P4351","Small chrysophyceae",317464,4.95,3.1,3.1,15.6,"Chrysophyte"
"Conestogo","cle",2017-08-10,2,"P4352","Large chrysophyceae",39683,7.13,7,7,179.6,"Chrysophyte"
"Conestogo","cle",2017-08-10,2,"P4357","Chrysococcus sp.",277781,14.17,4.6,4.6,51,"Chrysophyte"
"Conestogo","cle",2017-08-10,2,"P4398","Ochromonas globosa Skuja",1071441,133.72,6.2,6.2,124.8,"Chrysophyte"
"Conestogo","cle",2017-08-10,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",79366,2.71,6,3.3,34.2,"Chrysophyte"
"Conestogo","cle",2017-08-10,2,"P5507","Cyclotella stelligera Cleve and Grunow",1000,1.57,10,20,1570.8,"Diatom"
"Conestogo","cle",2017-08-10,2,"P5508","Cyclotella pseudostelligera",1309539,351.61,5.55,11.1,268.5,"Diatom"
"Conestogo","cle",2017-08-10,2,"P5515","Fragilaria crotonensis Kitton",2000,0.58,69,4,289,"Diatom"
"Conestogo","cle",2017-08-10,2,"P5524","Asterionella formosa Hassall",22000,2.3,100,2,104.7,"Diatom"
"Conestogo","cle",2017-08-10,2,"P5530","Stephanodiscus niagarae Ehrenberg",16000,226.17,20.8,41.6,14135.5,"Diatom"
"Conestogo","cle",2017-08-10,2,"P5540","Aulacoseira italica v subarctica (O. Muller) Simonsen",32000,178.45,163,6.6,5576.5,"Diatom"
"Conestogo","cle",2017-08-10,2,"P5551","Cyclotella michiganiana Skvortzow",753977,14.4,2.3,4.6,19.1,"Diatom"
"Conestogo","cle",2017-08-10,2,"P6554","Rhodomonas minuta Skuja",674611,67.39,11,5.1,99.9,"Cryptophyte"
"Conestogo","cle",2017-08-10,2,"P6558","Cryptomonas erosa Ehrenberg",4000,6.46,23.6,14,1614.6,"Cryptophyte"
"Conestogo","cle",2017-08-10,2,"P6568","Katablepharis ovalis Skuja",476196,29.62,9,4.4,62.2,"Cryptophyte"
"Conestogo","cle",2017-08-10,2,"P7632","Gymnodinium sp.",2000,12.74,23,23,6370.6,"Dinoflagellate"
"Conestogo","cle",2017-08-10,2,"P7644","Ceratium hirundenella (Muller) Schrank",17000,911.48,64,40,53616.5,"Dinoflagellate"
"Conestogo","cle",2017-08-17,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",935000,2584.9,220,4,2764.6,"Cyanophyte"
"Conestogo","cle",2017-08-17,2,"P1075","Microcystis aeruginosa (Kutzing) Kutzing",2000,3.4,0,0,1700,"Cyanophyte"
"Conestogo","cle",2017-08-17,2,"P1076","Woronichinia compacta (Lemmermann) Komarek and Hindak",189000,585.9,0,0,3100,"Cyanophyte"
"Conestogo","cle",2017-08-17,2,"P1133","Anabaena flos-aquae (Lyngb.) Breb. & Bornet",1000,6.26,301,6.3,6255.3,"Cyanophyte"
"Conestogo","cle",2017-08-17,2,"P1204","Heterocycts (Anabaena flos-aquae)",3000,0.41,6.4,6.4,137.3,"Cyanophyte"
"Conestogo","cle",2017-08-17,2,"P1205","Heterocycts (Aphanizomenon flos-aquae)",76000,2.74,4.1,4.1,36.1,"Cyanophyte"
"Conestogo","cle",2017-08-17,2,"P1211","Aphanizomenon Akinetes",15000,2.64,21,4,175.9,"Cyanophyte"
"Conestogo","cle",2017-08-17,2,"P2101","Carteria spp.",198415,179.53,12,12,904.8,"Chlorophyte"
"Conestogo","cle",2017-08-17,2,"P2105","Chlamydomonas spp.",2261931,511.65,12,6,226.2,"Chlorophyte"
"Conestogo","cle",2017-08-17,2,"P2113","Pediastrum duplex Meyen",4000,10.9,0,0,2725,"Chlorophyte"
"Conestogo","cle",2017-08-17,2,"P2126","Chodatella sp.",396830,19.96,6,4,50.3,"Chlorophyte"
"Conestogo","cle",2017-08-17,2,"P2130","Scenedesmus quadricauda (Turp.) Brebisson",1190490,99.76,9.6,5,83.8,"Chlorophyte"
"Conestogo","cle",2017-08-17,2,"P2136","Dictyosphaerium pulchellum Wood",952392,107.72,6,6,113.1,"Chlorophyte"
"Conestogo","cle",2017-08-17,2,"P2143","Monoraphidium minutum (Nag.) Komarkova-Legnerova",158732,9.97,10,4,62.8,"Chlorophyte"
"Conestogo","cle",2017-08-17,2,"P2174","Closterium sp.",4000,2.41,96,4,603.2,"Chlorophyte"
"Conestogo","cle",2017-08-17,2,"P2178","Cosmarium sp.",3000,4.19,20,20,1396.3,"Chlorophyte"
"Conestogo","cle",2017-08-17,2,"P2193","Staurodesmus paradoxum Meyen",1000,2.22,24.6,21,2218,"Chlorophyte"
"Conestogo","cle",2017-08-17,2,"P2204","Ankyra judai (G.M. Smith) Fott",79366,2.06,15,2.1,26,"Chlorophyte"
"Conestogo","cle",2017-08-17,2,"P2235","Ankistrodesmus spiralis Lemmermann",555562,29.83,31,2.1,53.7,"Chlorophyte"
"Conestogo","cle",2017-08-17,2,"P3301","Euglena acus Ehrenberg",3000,15.86,101,10,5288.3,"Euglenophyte"
"Conestogo","cle",2017-08-17,2,"P4351","Small chrysophyceae",3214323,29.57,2.6,2.6,9.2,"Chrysophyte"
"Conestogo","cle",2017-08-17,2,"P4352","Large chrysophyceae",119049,21.38,7,7,179.6,"Chrysophyte"
"Conestogo","cle",2017-08-17,2,"P4357","Chrysococcus sp.",1230173,75.78,4.9,4.9,61.6,"Chrysophyte"
"Conestogo","cle",2017-08-17,2,"P4367","Mallomonas duerrschmidtiae Siver, Hamer and Kling",65000,38.34,17.6,8,589.8,"Chrysophyte"
"Conestogo","cle",2017-08-17,2,"P4398","Ochromonas globosa Skuja",4127032,679.31,6.8,6.8,164.6,"Chrysophyte"
"Conestogo","cle",2017-08-17,2,"P4415","Bicoeca lacustris Clark",357147,5.57,3.1,3.1,15.6,"Chrysophyte"
"Conestogo","cle",2017-08-17,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",158732,4.19,5.6,3,26.4,"Chrysophyte"
"Conestogo","cle",2017-08-17,2,"P5508","Cyclotella pseudostelligera",3571470,722.51,5.05,10.1,202.3,"Diatom"
"Conestogo","cle",2017-08-17,2,"P5515","Fragilaria crotonensis Kitton",4000,1.17,70,4,293.2,"Diatom"
"Conestogo","cle",2017-08-17,2,"P5530","Stephanodiscus niagarae Ehrenberg",1000,13.53,20.5,41,13532.6,"Diatom"
"Conestogo","cle",2017-08-17,2,"P5540","Aulacoseira italica v subarctica (O. Muller) Simonsen",10000,124.19,241,8.1,12418.7,"Diatom"
"Conestogo","cle",2017-08-17,2,"P5551","Cyclotella michiganiana Skvortzow",198415,4.86,2.5,5,24.5,"Diatom"
"Conestogo","cle",2017-08-17,2,"P6554","Rhodomonas minuta Skuja",2817493,292.46,11,5.2,103.8,"Cryptophyte"
"Conestogo","cle",2017-08-17,2,"P6558","Cryptomonas erosa Ehrenberg",92000,160.5,25.5,14,1744.6,"Cryptophyte"
"Conestogo","cle",2017-08-17,2,"P6568","Katablepharis ovalis Skuja",5436571,345.77,9.1,4.4,63.6,"Cryptophyte"
"Conestogo","cle",2017-08-17,2,"P7632","Gymnodinium sp.",6000,71.96,28.4,28.4,11993.7,"Dinoflagellate"
"Conestogo","cle",2017-08-17,2,"P7644","Ceratium hirundenella (Muller) Schrank",45000,2375.05,63,40,52778.8,"Dinoflagellate"
"Conestogo","clc",2018-05-28,2,"P2105","Chlamydomonas spp.",7184,0.36,6,4,50.3,"Chlorophyte"
"Conestogo","clc",2018-05-28,2,"P4351","Small chrysophyceae",100576,1.04,2.7,2.7,10.3,"Chrysophyte"
"Conestogo","clc",2018-05-28,2,"P4352","Large chrysophyceae",107760,19.35,7,7,179.6,"Chrysophyte"
"Conestogo","clc",2018-05-28,2,"P4355","Chrysochromulina parva Lackey",129312,8.46,5,5,65.4,"Chrysophyte"
"Conestogo","clc",2018-05-28,2,"P4357","Chrysococcus sp.",251440,16.44,5,5,65.4,"Chrysophyte"
"Conestogo","clc",2018-05-28,2,"P4388","Dinobryon sertularia Ehrenberg",7184,1.63,12,6,226.2,"Chrysophyte"
"Conestogo","clc",2018-05-28,2,"P4398","Ochromonas globosa Skuja",21552,2.56,6.1,6.1,118.8,"Chrysophyte"
"Conestogo","clc",2018-05-28,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",35920,1.14,5.9,3.2,31.6,"Chrysophyte"
"Conestogo","clc",2018-05-28,2,"P5515","Fragilaria crotonensis Kitton",14800,4.56,73.6,4,308.3,"Diatom"
"Conestogo","clc",2018-05-28,2,"P5523","Synedra ulna (Nitzsch) Ehrenberg",3400,8.62,269,6,2535.3,"Diatom"
"Conestogo","clc",2018-05-28,2,"P6554","Rhodomonas minuta Skuja",10610768,1399.56,10.5,6,131.9,"Cryptophyte"
"Conestogo","clc",2018-05-28,2,"P6558","Cryptomonas erosa Ehrenberg",141600,223.78,23.1,14,1580.4,"Cryptophyte"
"Conestogo","clc",2018-05-28,2,"P6565","Cryptomonas rostratiformis Skuja",6600,14.45,32,14,2189.3,"Cryptophyte"
"Conestogo","clc",2018-05-28,2,"P6568","Katablepharis ovalis Skuja",114944,5.26,8.1,4,45.8,"Cryptophyte"
"Conestogo","clc",2018-06-04,2,"P2204","Ankyra judayi (G.M. Smith) Fott",14368,1.35,15,4,94.2,"Chlorophyte"
"Conestogo","clc",2018-06-04,2,"P2255","Selenastrum copricornutum Printz",14368,0.14,6.5,1.7,9.8,"Chlorophyte"
"Conestogo","clc",2018-06-04,2,"P3301","Euglena acus Ehrenberg",200,1.37,91,12,6861.2,"Euglenophyte"
"Conestogo","clc",2018-06-04,2,"P4351","Small chrysophyceae",21552,0.28,2.9,2.9,12.8,"Chrysophyte"
